text,sentiment,clean_text
"kuliner pizza adalah kuliner saat santai atau jalan seru bersama istri . favorit istri soal nya pizza , setelah yogyakarta dan menemukan pizzeria nanamia , saya ke bandung berjalan akhir pekan bersama istri sekadar kuliner pizza . tujuan nya adalah verde kafe di jalan . juanda . dekat sama rumah teman klub mobil tua , jadi aman bisa rehat santai . haha . mengirim cuy .",positive,kuliner pizza kuliner santai jalan seru istri favorit istri nya pizza yogyakarta menemukan pizzeria nanamia bandung berjalan pekan istri kuliner pizza tujuan nya verde kafe jalan juanda rumah teman klub mobil tua aman rehat santai haha mengirim cuy
"makanan nya enak , paling suka serabi keju plus garang asam kambing rasanya kecut dan segar , kalau lagi beruntung paling enak makan di atas lantai dua , yang di balkon nya , suasana nya asyik kita bisa menikmati makanan sekaligus menikmati jalanan ciwalk di malam hari .",positive,makanan nya enak suka serabi keju plus garang asam kambing kecut segar beruntung enak makan lantai balkon nya suasana nya asyik menikmati makanan menikmati jalanan ciwalk malam
"kami sekeluarga datang ketempat ini untuk berkuliner dengan sup ikan gurame nya , serta masih banyak yang lain seperti nasi bakar dan yang lainnya . masakan nya enak semua untuk khusus khas sunda nya ini nomer satu deh hehehe .",positive,sekeluarga ketempat berkuliner sup ikan gurame nya nasi bakar masakan nya enak khusus khas sunda nya nomer deh hehehe
toko kami menjual ikea tokig pengering sayuran - salad spinner - magic Jakarta,neutral,toko menjual ikea tokig pengering sayuran salad spinner magic jakarta
"rumah makan yang terletak di tengah kota bandung ini memang sangatlah terkenal dan juga sangat rekomendasi bagi anda pecinta kuliner sunda , meskipun hanya menu sunda warung makan ini menawarkan sambal extra pedas yang khas , tentunya sangat cocok juga bagi anda pecinta pedas . warung makan yang buka 24 jam ini memang sangatlah harus anda coba jika berkunjung ke bandung",positive,rumah makan terletak kota bandung terkenal rekomendasi pecinta kuliner sunda menu sunda warung makan menawarkan sambal extra pedas khas cocok pecinta pedas warung makan buka jam coba berkunjung bandung
ini salah satu tempat makan yang cukup lengkap di bandung . makanan lokal dan internasional juga ada dengan harga yang cukup masuk akal . ini tempat yang asyik untuk kumpul dengan teman-teman di bandung . yang harus diperbaiki adalah petugas kebersihan . mereka harus lebih cepat tanggap saat tamu meninggalkan meja . beberapa meja terlihat kotor dan hanya dibersihkan jika ada tamu yang hendak makan .,positive,salah makan lengkap bandung makanan lokal internasional harga masuk akal asyik kumpul temanteman bandung diperbaiki petugas kebersihan cepat tanggap tamu meninggalkan meja meja kotor dibersihkan tamu makan
soto ayam nya enak sekali . tempat nya bagus meski sedikit remang-remang . cocok banget kalau mau nongkrong atau datang di tempat ini . rekomendasi,positive,soto ayam nya enak nya bagus remangremang cocok banget nongkrong rekomendasi
"jangan lewatkan singgah rm bebek van java , betul-betul enak sambal nya yang lezat . kalau makan ayam kampung masih bisa dipalsukan dengan ayam bukan kampung pejantan . jika daging bebek sampai saat ini belum ada yang dipalsukan / ditiru . bebek van java tidak kalah rasanya dengan bebek goreng yang di solo maupun surabaya . mantap !",positive,lewatkan singgah rm bebek van java betulbetul enak sambal nya lezat makan ayam kampung dipalsukan ayam kampung pejantan daging bebek dipalsukan ditiru bebek van java kalah bebek goreng solo surabaya mantap
nanti prabowo menang bukan karena rakyat suka . karena rakyat sudah tidak suka dengan jokowi .,negative,prabowo menang rakyat suka rakyat suka jokowi
ingin marah-marah rasanya sama indosat,negative,marahmarah indosat
saya tidak suka belanja online karena kapok sudah kena tipu,negative,suka belanja online kapok kena tipu
"memasuki warung talaga cukup terkesan dengan tampilan desain interior yang menarik dan unik . tempat nya selalu ramai apalagi akhir pekan . untuk penggemar tahu bandung boleh dicoba . sebagai penggemar tahu bandung saya pun mencoba , aneka macam makanan dari bahan tahu , cukup bervariasi . rasanya cukup lumayan tetapi tidak terlalu istimewa seperti tampilan ruang nya . harga sedikit mahal dengan porsi kecil , tetapi untuk tempat berkumpul bersama teman dan pasangan .",positive,memasuki warung talaga terkesan tampilan desain interior menarik unik nya ramai pekan penggemar bandung dicoba penggemar bandung mencoba aneka makanan bahan bervariasi lumayan istimewa tampilan ruang nya harga mahal porsi berkumpul teman pasangan
"pendeta ajaran sesat , biadab itu",negative,pendeta ajaran sesat biadab
"fpi matilah kau segera ! bikin gaduh , tidak guna lu pada !",negative,fpi matilah kau bikin gaduh lu
"terletak di tepi bukit , tempat nya luas , menyenangkan dan nyaman . memiliki pemandangan yang memanjakan mata , seperti gunung , perkebunan , dan kota bandung jika dilihat dari atas . pegawai nya cekatan dan ramah . menu makanan di dominasi oleh menu steak walaupun ada juga menu nasi goreng , gurame , dll. untuk rasa , tergolong standar , dengan harga yang cukup mahal . restoran yang direkomendasikan untuk dikunjungi ketika datang ke bandung .",positive,terletak tepi bukit nya luas menyenangkan nyaman memiliki pemandangan memanjakan mata gunung perkebunan kota bandung pegawai nya cekatan ramah menu makanan dominasi menu steak menu nasi goreng gurame dll tergolong standar harga mahal restoran direkomendasikan dikunjungi bandung
"cocok untuk alternatif sarapan , cakwe nya besar , padat dan enak . ada juga kemplang isi yang tidak kalah enak nya .",positive,cocok alternatif sarapan cakwe nya padat enak kemplang isi kalah enak nya
"saya pernah coba makan di tempat ini , alas nya bukan piring tapi daun sesuai dengan nama tempat nya . jadi rasa tradisional di tengah kota modern .",positive,coba makan alas nya piring daun sesuai nama nya tradisional kota modern
ini jus - nya tidak enak ! masa rasa wortel tomat ? jijik ! tidak mau menghabiskan ! enek banget !,negative,jus nya enak wortel tomat jijik menghabiskan enek banget
"di sini menu nya menyajikan makanan tradisional indonesia . rasanya lumayan enak , harga terjangkau , porsi nya cukup , dan tempat nya nyaman .",positive,menu nya menyajikan makanan tradisional indonesia lumayan enak harga terjangkau porsi nya nya nyaman
"sebenarnya sebelum oktober 2014 sudah 1 kali ke sana jadi total 2x . saya mungkin hanya 1 dari jutaan orang penggemar classic rock yang tentunya merasa senang masih ada tempat seperti classic rock ini , atmosfer rock mulai dari 70 s , 80 s peristiwa 90 s terasa benar . ditambah ya jujur saja harga minuman nya murah . saya sih senang .",positive,oktober kali total x jutaan orang penggemar classic rock senang classic rock atmosfer rock s s peristiwa s ditambah ya jujur harga minuman nya murah sih senang
"salut , banyak pemimpin luar yang belajar sama pak presiden kita tercinta .",positive,salut pemimpin belajar presiden tercinta
suasana perbukitan yang segar ditambah varian hidangan yang enak memang pas dinikmati di udara terbuka . pelayanan nya juga ramah .,positive,suasana perbukitan segar ditambah varian hidangan enak pas dinikmati udara terbuka pelayanan nya ramah
jalan-jalan sama keluarga ke resto ini makan soto bandung dan pesan gepuk sapi . pelayanan nya cepat . harga nya juga relatif terjangkau . suasana dingin bikin makan jadi ingin menambah .,positive,jalanjalan keluarga resto makan soto bandung pesan gepuk sapi pelayanan nya cepat harga nya relatif terjangkau suasana dingin bikin makan menambah
"anak-anak suka di sini karena ada aktivitas ke kebun stroberi dan petik sendiri . setelah itu buah yang dipetik harus dibeli , per kilogram nya 75 ribu rupiah . seru dan menyenangkan .",positive,anakanak suka aktivitas kebun stroberi petik buah dipetik dibeli kilogram nya ribu rupiah seru menyenangkan
"orang suka prabowo itu apa nya , aku tidak mengerti karena menurut ku dia itu ambisous dan oportunis dan ku yakin ri bisa kembali ke orde baru jika dia jadi pres malah lebih parah .",negative,orang suka prabowo nya mengerti ku ambisous oportunis ku ri orde pres parah
"mal ini memiliki desain yang menarik , tidak seperti mal lain yang bertingkat , mal ini hanya memiliki 1 lantai , dan tempat makan nya juga di luar dan tertata rapi .",positive,mal memiliki desain menarik mal bertingkat mal memiliki lantai makan nya tertata rapi
"pertama kali makan di sini saya diajak oleh teman kantor yang merupakan asli orang bandung . melihat dari bangunan restoran yang merupakan rumah tua serta minim nya lokasi parkir awal nya saya cukup meragukan mengenai cita rasa makanan nya . namun setelah menikmati makanan nya , jujur saya cukup kejutan karena rupanya makanan nya enak terutama ayam goreng , cimplung dan sambal hejo . jadi ingin kembali lagi ke restoran ini .",positive,kali makan diajak teman kantor asli orang bandung bangunan restoran rumah tua minim nya lokasi parkir nya meragukan cita makanan nya menikmati makanan nya jujur kejutan makanan nya enak ayam goreng cimplung sambal hejo restoran
"mengharukan , cerita anies baswedan saat berkunjung ke panti werdha .",neutral,mengharukan cerita anies baswedan berkunjung panti werdha
makanan nya banyak pilihan nya dan harga tidak tergolong mahal . selalu penuh di saat jam makan . dessert nya seperti cincau dan es goyobot nya enak . lokasi nya juga mudah dijangkau dan gampang cari parkir,positive,makanan nya pilihan nya harga tergolong mahal penuh jam makan dessert nya cincau es goyobot nya enak lokasi nya mudah dijangkau gampang cari parkir
"kopi progo menyajikan aneka kopi mulai dari classic espresso sampai dengan kopi latte . rasa kopi cukup enak , rata-rata rasa kopi kafe biasa , tidak ada yang istimewa dari rasa kopi yang disajikan . di sini juga ditawarkan makanan ringan menemani santai saat minum kopi . tempat nya cukup unik dengan live musik dan cenderung ramai saat malam hari .",positive,kopi progo menyajikan aneka kopi classic espresso kopi latte kopi enak ratarata kopi kafe istimewa kopi disajikan ditawarkan makanan ringan menemani santai minum kopi nya unik live musik cenderung ramai malam
"sangat direkomendasikan jalan jalan ke sini bareng keluargaa . ada taman yang luas banget , parkir nya tidak bingung , luas , ada restoran enak yang nama nya burangrang . walaupun cukup jauh tempat nya , tapi untuk piknik ke sini rasanya worth it ya :",positive,direkomendasikan jalan jalan bareng keluargaa taman luas banget parkir nya bingung luas restoran enak nama nya burangrang nya piknik worth it ya
ketua dpc kota bogor enggan mengomentari pengusungan dan dedie rachim .,negative,ketua dpc kota bogor enggan mengomentari pengusungan dedie rachim
kafe dengan cita rasa sunda dengan saung-saung rasa yang ditawarkan sungguh nikmat . harga terjangkau .,positive,kafe cita sunda saungsaung ditawarkan sungguh nikmat harga terjangkau
"mau marah , sudah tidak kuat . 9 tahun pakai indosat",negative,marah kuat pakai indosat
"pelayanan nya sangat ramah dan informative menjelaskan setiap menu dengan detail , makanan disajikan dengan baik serta suasana restoran yang apik dan alunan lagu yang asyik . kami sangat menikmati keseluruhan atmosfir dari restoran ini",positive,pelayanan nya ramah informative menu detail makanan disajikan suasana restoran apik alunan lagu asyik menikmati atmosfir restoran
"suasana nya di malam hari , benar-benar mantap . adem , view nya apalagi . keren . sejuk , romantis nya dah , makanan nya juga enak , pelayanan nya ramah , yang pasti serive nya memuaskan dah .",positive,suasana nya malam benarbenar mantap adem view nya keren sejuk romantis nya dah makanan nya enak pelayanan nya ramah serive nya memuaskan dah
pak jokowi harga mati !,positive,jokowi harga mati
"menimkati indomie dengan level yang berbeda menu favorit saya : indomie upnormal : indomie kuah keju yang gurih dengan daging asap dan telur dadar latte : rasa hazelnut dan green tea harga nya masih masuk akal , makan minum = di bawah harga starback : tersedia wifi dan promo payment menggunakan triliun - cash",positive,menimkati indomie level berbeda menu favorit indomie upnormal indomie kuah keju gurih daging asap telur dadar latte hazelnut green tea harga nya masuk akal makan minum harga starback tersedia wifi promo payment triliun cash
toyota menduduki peringkat pertama sebagai merek mobil yang paling bernilai .,neutral,toyota menduduki peringkat merek mobil bernilai
"detik : hakim kabulkan permintaan novanto untuk cek kesehatan : permintaan setya novanto untuk mengecek kesehatan dikabulkan majelis hakim . selain itu , hakim juga mengabulkan permintaan novanto terkait izin besuk .",neutral,detik hakim kabulkan permintaan novanto cek kesehatan permintaan setya novanto mengecek kesehatan dikabulkan majelis hakim hakim mengabulkan permintaan novanto terkait izin besuk
"kemarin pesan sate dengan lontong , ternyata porsi nya mengenyangkan sekali . daging nya besar , empuk , dan bumbu nya enak , sesuailah dengan apa yang direkomendasiikan orang-orang . pelayanan nya lumayan cepat walaupun ramai . dari sini , bisa langsung buang kalori karena dekat dengan fos . hanya saja , harga nya cukup mahal .",positive,kemarin pesan sate lontong porsi nya mengenyangkan daging nya empuk bumbu nya enak sesuailah direkomendasiikan orangorang pelayanan nya lumayan cepat ramai langsung buang kalori fos harga nya mahal
"kaget luar biasa karena antrean panjang sekali . kalau dilihat dan diamati , harga tidak terlalu murah , tapi peminat banyak banget . enak banget sih emang .",positive,kaget antrean diamati harga murah peminat banget enak banget sih emang
tempat nya sangat bagus dan bersatu dengan alam banget . yang tidak enak nya itu rada lama menunggu makanan nya . cukup oke makanan nya . tidak fantastis banget cuma lumayan . yang enak itu staf di sana dari makan siang sampai makan malam sama teman atau keluarga untuk enjoy suasana dan udara sejuk di sana :,positive,nya bagus bersatu alam banget enak nya rada menunggu makanan nya oke makanan nya fantastis banget lumayan enak staf makan siang makan malam teman keluarga enjoy suasana udara sejuk
